R472544,R757887
R753801,R732079
R913791,R965702
R852606,R861737
R490358,R354919
R587587,R457863
R695931,R542217
R874419,R541749
R360022,R610019
R843276,R812820
R418506,R250967
R437656,R770479
R992148,R342765
R543053,R464990
R895363,R622417
R535697,R955211
R947651,R325207
R572247,R864025
R133003,R490469
R741712,R835931
R511032,R258167
R884727,R812116
R115874,R909807
R103720,R303931
R138071,R692826
R131695,R125672
R955553,R843850
R440918,R506299
R951353,R646754
R945842,R254245
R180207,R959468
R183908,R409605
R664780,R361128
R785601,R911241
R778565,R118691
R246119,R825472
R454547,R797882
R829627,R602434
R108399,R249219
R359773,R572767
R792175,R156646
R170513,R683428
R359943,R968979
R248848,R840202
R517191,R206190
R373548,R779052
R224774,R783922
R309098,R171989
R456307,R718112
R977937,R212369
R970424,R349469
R463529,R711230
R254929,R414707
R555186,R999479
R183471,R477066
R979901,R287584
R562365,R487622
R948556,R839341
R761544,R806257
R311572,R932879
R739314,R638002
R576137,R964739
R845988,R163293
R477970,R477082
R176252,R259652
R804067,R511358
R308704,R292450
R359545,R509544
R864140,R206054
R714366,R657526
R468600,R442366
R459546,R867021
R536099,R649694
R101987,R495327
R733598,R544962
R556001,R722244
R643651,R509782
R704432,R428148
R683668,R413969
R479199,R699533
R622532,R449825
R539357,R120874
R563805,R351853
R228888,R418099
R329936,R986788
R611462,R285710
R757158,R348026
R951342,R387830
R838030,R239768
R265566,R765112
R234493,R546557
R831802,R145936
R110230,R617846
R937998,R361170
R655380,R150879
R953732,R935674
R890493,R710766
R896023,R795770
R614839,R139919
R982867,R664727
R876651,R981703
R555768,R293391
R961993,R611277
R757687,R867919
R755937,R824366
R243145,R734878
R802642,R105036
R989295,R794215
R776452,R643736
R796623,R267575
R608408,R956621
R200460,R627876
R760073,R702625
R681263,R295110
R845406,R942132
R719004,R314218
R636531,R648457
R420580,R146496
R994725,R451068
R874959,R293302
R544859,R220693
R322802,R961520
R767681,R336744
R327435,R429837
R212998,R257223
R709875,R909619
R616962,R422338
R876547,R537312
R628546,R684935
R631704,R354214
R975831,R874876
R490629,R651434
R835789,R404722
R919156,R613251
R607637,R902229
R456386,R232752
R938987,R139694
R581354,R210126
R416192,R555693
R903476,R256485
R792393,R916963
R490253,R888545
R958002,R459299
R855827,R503705
R447407,R542010
R241060,R603301
R672808,R277028
R853699,R500818
R297615,R866935
R429886,R700636
R235345,R330201
R327636,R929824
R485805,R552806
R774550,R649125
R398637,R164080
R971070,R826720
R439324,R112327
R166672,R424539
R229017,R278680
R428718,R185186
R678587,R428596
R362940,R522177
R802321,R905164
R774135,R610736
R159631,R261705
R395456,R475636
R453557,R522524
R739652,R837408
R253869,R371336
R361925,R165822
R855941,R335732
R292572,R173371
R338891,R971057
R838161,R352871
R676564,R658607
R154160,R752316
R846851,R165161
R275390,R998513
R471148,R164182
R840418,R603206
R133471,R526514
R245484,R360976
R627981,R391469
R345377,R399967
R106048,R870793
R806593,R924714
R326610,R646234
R437550,R169987
R351366,R376652
R618599,R386521
R215441,R451169
R261312,R298150
R599711,R456690
R914420,R623832
R763967,R185540
R732614,R594846
R110094,R118278
R900065,R681658
R205957,R193218
R462994,R833423
R103941,R600716
R924146,R627089
R399560,R427356
R888415,R214337
R110487,R783867
R653586,R310419
R984865,R991983
R913411,R274578
R285135,R553579
R494251,R980303
R505743,R833230
R588890,R451518
R530044,R729032
R474624,R748344
R845934,R555845
R835019,R972842
R743357,R147655
R692055,R461039
R173920,R728846
R497150,R495943
R817471,R376660
R319973,R115599
R851440,R456041
R484889,R135293
R805458,R672480
R479009,R485727
R729876,R470460
R726931,R633647
R320408,R630003
R683073,R430225
R658846,R399969
R391299,R615108
R743584,R902734
R191185,R771932
R732908,R537451
R265991,R967913
R971922,R326403
R614547,R113565
R589879,R712972
R320721,R883379
R608896,R551064
R265195,R624591
R856457,R260270
R834292,R951666
R593454,R906949
R236621,R949995
R244241,R102674
R470011,R550115
R774766,R311879
R870900,R831144
R741885,R237853
R893287,R254759
R171312,R526852
R614229,R354012
R663092,R199974
R449761,R420899
R300925,R239652
R208977,R904032
R328916,R678722
R710491,R414603
R619114,R144277
R605193,R837061
R654508,R293715
R913739,R571963
R747270,R435021
R836107,R467536
R479060,R507107
R379885,R191936
R441366,R253227
R344525,R635080
R977855,R765599
R509566,R515707
R177861,R194210
R365624,R915652
R540328,R410941
R667098,R204749
R478152,R503667
R256654,R942605
R547107,R246750
R762226,R707716
R955086,R161137
R494532,R903334
R500286,R875542
R363345,R199883
R975891,R960142
R455620,R355068
R911689,R611076
R771136,R645309
R767222,R927151
R414003,R109272
R616334,R660608
R953527,R766304
R260660,R492602
R279284,R742471
R115609,R312660
R185687,R623939
R587833,R900400
R614633,R547447
R443268,R708862
R281549,R618728
R410319,R971383
R349146,R971098
R252731,R567633
R496985,R416658
R809719,R626464
R453910,R249381
R452688,R462945
R985661,R618416
R491147,R178612
R867510,R491272
R528173,R770368
R324118,R443117
R960974,R226057
R658062,R855517
R883388,R926001
R858157,R336880
R758870,R472110
R749073,R568279
R715979,R693067
R588759,R686284
R500222,R163873
R919305,R583545
R283504,R317647
R421579,R662419
R170951,R410221
R102279,R741312
R955283,R788664
R857593,R123986
R223367,R380469
R921376,R100907
R911447,R195114
R717306,R534938
R755902,R599990
R641302,R329904
R668135,R641068
R462556,R599438
R942410,R936305
R632173,R474027
R444525,R477873
R884051,R733799
R271582,R683662
R557981,R747392
R519177,R485728
R131782,R731972
R371035,R606119
R600457,R528144
R228990,R148754
R429396,R283633
R508489,R936384
R519767,R909893
R981289,R489925
R698499,R485118
R795082,R253049
R850652,R965003
R101431,R268644
R441603,R342374
R814418,R697742
R381078,R816079
R366034,R500105
R324385,R967994
R310053,R434225
R374775,R702965
R251736,R292805
R544774,R197464
R239966,R344653
R886917,R917618
R186108,R655465
R886852,R470630
R165695,R441488
R768535,R502815
R504585,R370863
R792859,R491224
R170733,R446279
R953208,R342644
R374522,R191780
R303475,R288881
R995693,R571709
R911300,R702426
R988054,R141593
R613147,R608140
R944526,R164894
R748834,R707587
R776354,R874209
R557952,R790381
R947464,R922878
R822715,R663502
R840601,R732363
R286788,R666395
R147332,R531134
R579487,R519723
R602918,R983049
R199028,R806621
R606490,R803939
R558829,R796174
R357029,R473067
R416803,R103474
R132140,R985751
R504612,R618448
R897218,R156709
R510653,R619507
R364819,R587795
R641612,R616535
R897269,R925881
R618561,R584430
R593036,R735159
R570056,R921059
R881779,R249253
R273720,R970825
R475896,R697466
R464821,R264553
R376983,R876971
R289541,R857227
R265040,R711893
R304043,R443078
R554407,R450916
R535911,R996313
R640680,R228605
R170899,R872093
R814541,R562049
R914823,R694792
R640790,R192344
R332469,R788791
R429200,R660859
R158261,R289257
R879899,R697299
R218114,R177959
R401832,R918673
R466425,R543992
R586571,R819478
R826793,R959699
R448934,R739445
R154664,R691824
R890856,R695998
R197233,R973647
R704313,R368390
R376021,R548011
R702458,R880302
R736150,R598149
R196512,R510523
R889725,R139942
R357116,R357584
R858640,R580534
R282726,R761577
R252550,R646580
R509200,R878413
R374076,R714238
R889103,R565928
R104900,R617219
R812551,R668541
R852491,R523011
R277418,R841867
R374376,R709312
R533683,R830755
R170880,R725732
R988372,R456772
R422580,R513521
R472088,R177865
R663828,R933128
R286770,R223043
R649369,R114141
R372239,R303655
R962288,R746440
R285475,R403136
R400935,R106246
R438151,R211058
R696583,R732549
R445983,R977772
R258411,R320490
R640495,R784077
R725293,R524921
R967643,R483251
R553012,R368506
R357237,R182428
R350740,R161078
R348216,R878344
R106484,R461381
R805383,R477550
R267474,R270163
R994678,R761182
R995890,R841961
R534837,R718975
R735263,R905613
R374338,R245880
R630158,R916017
R493964,R940382
R594172,R200121
R340869,R997507
R479104,R900479
R302786,R703534
R458972,R131237
R223105,R935101
R640537,R505939
R105136,R690257
R774830,R137881
R673963,R121075
R427011,R779697
R510020,R648714
R959048,R988230
R502463,R299046
R794004,R481111
R474255,R349990
R419562,R503064
R640891,R612385
R706190,R821930
R467648,R407022
R570700,R945288
R409157,R989697
R827776,R555197
R430191,R750817
R848574,R420244
R876775,R343552
R459903,R272779
R438649,R317243
R742832,R329935
R667410,R440356
R185920,R102789
R764382,R169847
R614604,R804840
R646229,R771813
R245480,R101862
R412418,R172534
R633786,R807074
R608153,R433281
R543612,R167564
R579833,R357285
R588279,R326143
R697344,R714142
R363176,R200555
R842018,R129989
R733566,R546705
R352498,R416824
R446565,R360911
R817001,R272202
R645829,R585654
R437225,R642537
R823297,R927072
R774620,R658812
R857030,R639895
R902927,R211533
R738079,R517775
R898370,R650050
R831038,R512836
R928991,R846481
R253335,R130672
R958126,R262639
R407406,R811972
R345308,R464948
R788686,R586134
R510539,R147646
R508950,R719065
R341470,R863251
R241224,R553671
R409985,R759249
R866486,R128019
R864095,R918381
R106242,R632824
R920306,R562159
R215746,R419204
R784520,R452244
R371610,R430839
R169772,R164180
R218736,R640062
R144262,R442712
R278291,R704706
R170377,R391903
R654107,R958868
R331025,R741539
R582197,R269817
R125246,R537824
R113170,R370195
R326710,R927553
R949560,R180166
R437986,R538689
R583504,R752317
R477926,R237465
R947471,R280208
R639718,R804936
R141929,R272152
R128973,R453717
R341928,R299740
R310711,R457010
R750564,R425184
R528574,R699143
R157820,R422250
R581322,R967278
R693459,R595940
R886003,R891740
R477676,R952308
R339472,R520555
R505172,R831502
R514771,R928464
R776918,R675848
R695110,R707856
R352285,R139195
R525209,R578902
R759307,R391594
R832017,R548401
R438564,R675317
R984269,R528376
R463302,R145088
R363036,R372185
R725540,R267625
R485525,R139038
R954227,R882249
R504583,R128547
R130643,R411006
R480949,R185840
R176053,R364244
R808600,R960284
R583880,R730135
R269779,R261659
R571744,R672245
R657549,R988052
R678609,R515826
R380157,R375619
R544511,R437775
R476535,R296733
R529809,R296791
R570232,R471680
R637663,R682820
R959680,R483985
R783517,R337141
R996404,R838295
R729760,R877425
R148328,R488646
R108029,R829760
R400806,R144044
R944143,R698437
R343466,R904318
R148714,R386417
R365718,R374486
R665090,R454534
R786347,R579154
R608933,R589638
R745090,R903138
R985081,R244676
R220485,R885314
R340447,R361538
R164400,R348217
R239403,R928184
R191335,R624122
R542046,R284697
R634591,R559900
R932701,R664346
R458611,R748032
R691046,R635163
R182060,R583955
R737058,R939548
R300532,R325379
R382703,R665395
R427173,R476079
R741996,R854426
R246876,R591261
R389908,R816970
R403765,R795862
R648336,R867497
R301744,R218381
R941142,R662689
R266024,R956556
R875693,R568181
R446064,R235150
R403102,R883431
R542580,R850488
R767315,R784100
R904675,R376801
R253629,R794591
R970486,R323719
R549622,R541661
R301244,R184395
R602566,R911057
R775988,R767514
R926359,R142647
R278896,R834060
R901711,R782352
R433363,R195764
R307009,R114240
R563924,R992718
R783308,R984438
R105009,R822697
R536890,R806262
R912485,R363588
R817442,R570922
R596110,R354922
R136055,R214392
R801191,R469935
R223160,R667754
R409242,R558219
R564672,R635910
R520738,R584304
R269354,R179912
R856611,R681323
R653404,R216533
R707375,R616618
R920001,R778633
R884428,R657166
R726441,R844378
R972364,R937107
R338019,R724169
R376325,R703028
R880288,R946530
R969260,R447028
R697892,R370233
R170585,R705340
R161631,R964846
R957847,R722241
R823249,R486196
R153036,R600619
R870415,R430426
R529352,R771418
R315555,R660094
R478077,R959443
R108044,R229654
R750438,R743666
R355818,R684216
R384972,R456714
R284241,R231424
R996487,R244885
R511260,R868948
R198896,R727870
R504701,R292208
R997253,R741606
R673910,R395305
R898297,R743001
R331848,R746332
R597111,R670625
R636708,R224567
R542981,R545626
R426107,R730234
R923155,R756115
R540135,R613766
R491431,R160541
R752393,R127542
R202369,R922003
R135860,R929519
R284708,R402557
R155449,R315072
R523053,R303776
R584061,R666529
R586028,R777198
R661169,R223734
R325844,R827814
R869964,R204399
R421111,R544245
R208750,R777017
R715293,R706973
R581679,R260591
R670257,R408730
R118544,R393247
R842136,R184188
R662177,R705926
R567103,R884338
R842098,R174734
R423565,R884533
R203405,R226023
R637973,R170176
R841385,R319468
R227479,R908021
R512256,R920901
R608611,R205260
R803213,R728165
R877985,R380117
R502102,R582054
R812940,R586855
R179979,R177141
R180563,R379741
R542888,R668266
R742119,R129257
R834899,R436874
R167295,R155275
R475033,R862966
R710718,R296440
R898741,R550055
R571559,R269498
R397425,R546878
R833297,R608266
R160912,R854626
R248629,R140166
R634951,R204663
R824684,R129105
R828759,R351719
R563466,R762668
R741375,R324543
R595516,R197223
R889370,R438802
R766333,R235477
R609900,R732426
R751410,R478128
R174642,R588311
R507789,R530880
R597799,R720709
R474025,R978794
R467606,R345504
R341408,R953826
R762494,R484894
R302282,R677503
R292362,R623178
R386451,R624608
R199031,R982213
R797096,R766035
R448073,R792303
R841043,R445406
R983992,R664844
R971732,R254937
R615134,R330472
R252900,R996488
R892380,R132820
R719403,R860835
R382857,R620448
R131799,R575354
R222118,R774484
R630688,R935371
R485936,R176821
R574934,R110868
R487215,R486224
R969486,R904694
R779582,R911865
R852653,R571956
R428383,R157888
R942256,R761784
R506149,R924356
R317775,R804919
R473108,R878176
R521117,R448298
R231264,R325203
R875081,R213556
R171139,R708764
R254890,R159940
R748403,R661071
R150497,R980276
R972711,R983847
R410810,R872428
R883363,R997284
R597999,R996277
R687885,R786429
R833681,R565262
R134220,R125571
R463099,R125357
R650061,R536187
R931675,R959367
R805742,R876070
R213717,R849461
R575040,R447978
R923396,R784260
R687434,R687573
R706472,R204733
R376260,R488799
R994482,R138513
R296279,R481938
R466473,R940278
R980800,R192935
R704434,R898036
R588760,R950208
R244692,R818866
R583560,R797492
R612179,R259417
R961826,R289045
R364903,R920159
R565722,R571617
R632872,R474032
R246699,R808432
R538047,R349478
R915407,R566339
R697878,R961549
R332172,R307520
R958353,R730925
R548229,R794890
R628824,R256188
R734231,R226501
R838989,R296706
R784273,R254950
R185244,R180351
R167872,R761843
R816439,R232656
R142642,R136498
R576805,R341675
R126618,R507309
R811133,R395724
R563371,R238064
R886641,R718504
R179767,R357208
R962154,R558131
R224946,R945416
R384174,R439483
R325573,R607697
R161125,R882725
R753211,R854841
R437858,R202701
R182585,R684471
R195019,R432478
R569582,R917085
R767375,R692996
R516975,R410676
R214356,R315755
R139690,R384637
R451431,R670508
R870131,R453497
R688146,R721770
R708629,R731089
R284119,R941110
R119539,R519084
R468806,R479793
R519532,R949724
R804066,R693061
R735797,R366044
R574810,R400431
R463458,R169716
R502467,R225954
R753285,R843886
R860438,R704572
R637083,R133441
R334263,R326094
R753793,R319925
R946029,R569329
R157807,R784773
R216466,R834273
R539673,R560863
R558727,R166142
R168678,R360872
R228038,R371800
R304780,R671915
R708072,R576852
R861547,R182460
R112246,R176753
R882843,R351194
R505457,R490120
R169064,R720374
R129368,R104216
R707223,R915901
R564453,R354760
R656237,R812332
R791185,R825334
R969418,R414503
R735204,R413377
R662047,R470420
R208538,R691759
R532492,R197356
R236401,R889812
R246187,R693570
R232365,R412119
R196586,R312705
R944844,R636416
R680480,R815729
R376522,R436264
R699080,R993281
R704831,R803951
R966243,R919195
R290089,R278949
R522495,R251929
R138230,R365441
R807092,R138792
R543067,R277720
R866836,R684248
R580036,R354049
R373142,R590778
R192259,R529984
R714203,R875043
R728600,R659162
R620070,R896633
R484212,R575680
R138804,R130197
R953845,R853188
R639511,R992535
R789082,R539168
R405847,R980329
R442381,R836048
R438873,R767490
R303998,R765368
R701402,R799164
R644120,R764336
R869925,R804068
R124171,R877022
R535839,R763354
R919192,R863419
R349662,R475161
R621406,R890806
R762337,R175474
R590226,R989140
R793489,R150623
R151469,R659899
R207493,R781553
R749401,R930553
R156062,R152013
R119109,R290320
R676977,R315833
R885234,R565613
R387100,R447595
R309852,R534067
R904537,R537441
R956914,R362832
R561366,R730593
R392644,R924370
R555389,R216154
R368614,R570979
R728394,R413370
R524941,R902771
R282135,R122562
R630443,R731386
R316092,R266606
R161868,R245452
R110306,R467032
R496555,R245393
R840957,R871928
R233631,R623806
R772107,R347520
R550000,R136683
R731102,R286119
R354091,R391141
R695975,R870790
R956099,R184745
R925782,R381374
R445939,R186838
R620508,R952589
R826027,R810669
R537950,R485099
R974668,R500303
R588698,R873375
R485107,R995946
R638444,R209345
R108430,R244391
R897001,R801442
R427105,R789696
R753500,R749548
R423991,R847683
R493811,R464296
R347070,R448749
R953235,R705513
R203337,R321996
R753012,R769704
R228447,R356101
R110258,R289721
R986370,R315756
R181464,R207314
R213676,R261419
R216391,R880723
R547358,R494198
R811774,R405974
R200734,R424954
R705217,R991626
R299626,R909808
R708736,R599496
R552679,R854399
R597319,R226785
R258936,R800032
R304068,R897406
R158942,R892059
R601391,R960950
R596682,R521455
R915011,R745600
R777555,R649484
R673188,R961139
R749901,R474380
R393098,R345728
R992466,R880272
R487921,R259451
R724099,R285595
R847931,R620804
R605988,R897689
R472602,R825215
R758020,R617609
R796859,R540449
R240110,R266137
R804832,R800395
R206657,R877112
R483963,R335007
R905024,R726822
R327558,R784793
R700971,R590674
R273476,R239949
R575262,R463901
R281029,R215698
R969669,R510433
R545325,R109476
R609256,R806995
R853401,R388164
R244585,R270777
R541497,R615200
R326363,R486342
R113582,R764390
R357431,R867744
R230062,R275121
R705248,R316712
R996732,R974224
R336191,R690994
R805122,R230770
R387854,R913781
R901030,R977848
R419258,R176607
R470096,R871048
R933260,R549232
R270636,R594171
R658043,R995805
R908116,R366742
R999454,R341492
R751741,R697768
R109811,R625753
R683337,R445396
R438315,R131491
R110412,R608413
R398468,R843390
R848956,R379481
R306467,R439834
R280686,R719272
R286435,R670581
R703168,R745045
R627825,R464581
R821194,R989623
R824236,R668373
R625738,R608691
R433443,R236921
R831979,R304296
R901788,R111340
R247671,R229590
R138814,R849206
R831595,R347371
R342090,R725287
R665367,R306876
R527266,R779930
R896467,R856943
R466608,R443368
R408979,R698400
R863682,R562088
R443447,R792711
R812241,R855431
R693560,R640766
R325299,R283704
R967763,R280397
R887922,R551640
R717457,R823950
R110480,R661774
R881544,R500150
R943061,R294684
R600271,R939303
R466149,R296338
R603738,R739881
R815643,R845514
R593856,R627398
R183374,R599402
R190955,R960679
R657042,R502338
R931138,R987283
R834783,R709730
R340784,R376657
R242134,R165808
R409353,R563149
R287626,R216081
R612834,R438230
R815650,R689771
R404507,R440137
R961055,R236110
R749519,R100972
R304954,R240171
R433840,R893995
R535383,R216801
R363628,R682646
R130088,R972049
R887565,R799836
R627985,R687173
R958520,R319018
R992563,R853164
R812385,R676055
R648557,R725669
R624794,R199947
R812890,R221487
R819376,R867137
R243155,R219116
R177873,R220780
R192482,R428474
R298360,R769153
R981558,R422677
R632295,R201882
R312185,R156007
R497963,R619300
R487170,R965835
R160575,R301085
R672181,R549657
R145135,R465081
R417524,R547290
R158743,R781854
R395626,R540681
R939077,R958984
R803806,R404832
R124656,R621394
R828081,R870969
R979333,R160095
R148006,R492638
R248247,R766740
R407016,R629045
R436581,R745518
R584272,R966511
R560750,R453218
R748059,R429739
R437924,R310147
R123128,R482018
R108614,R330520
R545372,R779956
R148958,R734436
R236417,R963726
R309626,R282386
R243633,R897709
R727169,R318485
R341278,R717061
R541606,R227966
R338945,R976345
R855481,R289393
R287972,R692516
R230852,R595004
R997311,R488871
R348705,R427512
R846124,R188921
R141051,R810421
R392904,R821158
R496250,R912751
R363385,R273930
R724982,R321324
R480766,R813133
R439477,R228341
R459153,R736166
R417570,R363972
R589680,R904843
R311252,R360490
R268904,R430572
R970306,R985536
R594378,R431829
R557681,R991853
R908474,R669420
R994718,R162155
R546797,R425841
R245649,R588189
R409222,R885330
R726597,R598112
R441534,R815229
R662221,R480522
R989782,R673865
R392657,R293858
R461289,R958710
R427786,R723371
R935607,R851374
R786097,R396846
R763451,R103627
R294015,R829903
R187042,R105494
R616463,R304166
R542166,R982777
R313230,R669693
R985253,R725965
R976483,R928654
R689498,R239564
R885087,R155496
R830005,R772698
R163543,R130163
R622661,R849482
R833873,R726668
R516605,R796055
R503984,R325362
R629424,R548714
R781343,R860477
R993194,R700328
R179356,R993294
R543071,R807118
R319275,R280442
R808909,R877183
R824257,R932437
R358536,R759166
R189633,R320253
R224759,R128484
R943539,R994182
R636311,R666299
R532719,R429696
R434266,R242478
R564748,R869138
R324340,R192287
R132511,R587579
R967417,R751612
R148239,R865895
R284954,R464601
R651808,R678874
R578640,R934675
R348953,R279658
R273117,R934976
R526535,R416385
R303755,R834549
R237834,R114717
R203323,R464379
R928365,R226601
R278405,R581002
R988558,R301759
R769600,R214998
R376167,R679543
R634320,R216107
R431960,R228633
R796278,R839959
R837038,R181974
R306623,R541144
R524077,R171311
R159874,R503512
R934193,R906320
R158279,R682308
R265841,R337813
R749345,R656776
R163120,R750376
R570334,R970750
R865190,R537265
R862437,R547508
R774797,R619901
R934338,R889988
R523511,R284341
R376519,R138123
R346797,R472613
R916037,R158536
R259729,R940898
R994648,R389629
R826050,R641924
R215418,R809689
R829884,R962844
R586750,R166360
R466341,R778862
R382872,R654574
R115979,R923398
R179545,R845933
R889005,R424439
R196300,R809702
R397398,R214403
R718770,R455495
R565626,R812870
R677079,R375611
R934073,R570559
R275533,R926560
R813580,R238874
R741332,R876406
R870278,R641213
R158645,R993322
R638913,R355156
R342689,R823752
R243178,R490764
R206354,R794845
R842271,R405699
R760097,R161927
R617567,R101960
R808263,R738200
R126880,R165598
R381414,R912722
R627833,R979346
R504548,R329692
R554951,R197623
R937083,R474766
R188909,R357715
R673164,R631839
R282754,R631041
R938068,R129769
R585158,R744064
R999524,R605362
R748357,R262227
R567305,R778700
R950077,R325614
R251688,R723887
R626611,R555892
R830654,R480103
R429375,R225114
R538243,R861636
R955233,R846117
R334015,R406976
R994540,R840914
R874637,R807450
R769671,R499893
R577150,R759409
R116615,R199172
R438453,R700664
R898196,R948702
R528687,R700902
R337837,R802781
R155098,R867034
R853801,R198942
R542993,R480140
R711967,R183688
R366530,R319486
R613487,R661820
R166706,R378252
R327216,R606966
R647141,R473440
R226560,R558696
R275944,R564189
R350483,R755237
R763061,R399986
R943032,R629717
R999643,R213063
R190791,R278073
R164617,R829680
R387333,R484456
R170800,R200700
R571716,R917677
R270687,R277136
R540892,R879094
R766653,R634159
R426644,R685685
R364431,R242278
R972949,R598090
R233314,R589920
R113707,R280527
R539515,R298166
R361565,R977572
R482227,R628827
R906711,R149316
R488002,R615399
R980854,R219292
R884861,R659781
R520521,R432747
R447786,R715575
R274854,R905340
R246090,R122719
R378266,R794627
R895401,R797629
R727721,R580901
R836505,R366765
R238677,R122372
R791216,R794588
R187034,R905247
R735956,R238411
R784854,R994439
R572712,R259282
R411297,R129800
R596766,R541956
R503469,R663183
R831594,R736114
R488748,R139793
R169888,R844451
R309569,R716937
R868838,R880101
R602196,R902476
R689582,R453524
R418448,R624242
R200751,R659382
R783462,R464062
R203895,R649258
R613385,R449666
R444200,R408373
R126526,R417394
R252101,R903639
R865764,R911176
R725314,R455909
R851279,R771040
R132673,R313136
R352680,R162025
R775431,R437517
R752273,R418514
R739482,R837217
R897210,R217292
R259356,R200709
R994238,R624435
R131082,R305129
R551861,R253898
R705140,R550559
R302738,R829110
R951139,R521497
R730602,R793478
R165294,R322860
R355793,R510070
R815272,R825830
R304516,R198645
R389412,R326193
R436055,R534377
R802626,R632202
R957319,R726891
R716738,R737337
R413152,R848766
R233930,R404538
R993026,R232616
R150871,R678670
R791630,R149767
R162609,R229673
R394223,R997933
R366180,R882848
R858846,R564376
R355848,R256326
R620991,R698732
R220671,R994944
R630411,R472284
R381981,R480760
R854557,R392924
R278056,R350751
R296404,R707128
R908801,R209686
R948309,R727923
R192872,R285147
R737784,R424249
R115011,R888028
R865297,R701742
R581226,R484642
R222512,R505343
R229090,R510582
R100921,R851223
R289082,R958713
R757810,R390498
R281368,R191323
R783862,R853438
R224394,R426760
R891336,R885806
R356044,R870814
R587017,R504304
R652259,R609045
R756109,R997656
R176728,R778906
R319189,R718783
R654888,R222001
R901534,R872782
R843946,R687787
R957111,R788001
R935474,R546519
R382619,R343123
R463211,R435275
R504407,R391623
R734883,R415123
R402294,R993996
R171548,R899556
R200107,R293705
R574238,R498072
R444731,R606047
R555893,R491550
R869313,R495598
R413202,R532377
R503051,R105863
R532843,R713097
R458508,R123116
R910955,R597705
R956568,R565184
R582027,R756444
R199458,R271737
R189768,R758557
R279654,R103231
R518380,R479863
R345936,R719872
R180265,R853120
R325712,R956704
R930274,R810943
R585702,R459763
R126360,R910920
R758304,R433585
R353472,R925951
R207931,R457431
R152693,R866190
R901319,R942114
R187121,R133086
R419566,R243930
R840879,R215510
R997005,R768974
R669783,R644328
R744105,R734377
R940525,R531181
R564980,R874329
R359371,R841537
R474690,R604269
R609582,R721090
R902781,R848748
R287419,R650891
R358664,R145494
R244125,R127242
R472894,R387358
R458337,R740217
R855412,R148797
R139094,R106110
R975787,R842998
R440484,R639439
R413432,R462874
R379108,R154142
R805260,R685556
R592529,R262216
R577479,R854369
R947510,R282246
R617891,R751085
R219736,R947051
R895798,R389879
R997609,R597844
R608633,R259678
R118788,R698785
R456776,R280930
R585183,R547086
R494139,R500537
R677041,R727203
R899342,R210046
R460771,R525784
R919289,R435183
R845600,R760183
R283318,R326429
R668106,R753466
R942086,R781965
R563675,R300993
R139133,R366091
R631338,R914417
R907972,R190615
R749277,R230750
R522706,R200164
R257982,R873862
R307670,R702106
R288601,R753581
R433736,R738506
R455382,R845313
R151414,R914085
R908066,R610902
R281785,R139577
R776063,R272811
R795157,R703383
R132296,R802294
R363776,R305342
R553709,R672467
R796746,R101858
R261792,R668632
R977636,R992194
R306855,R690991
R437491,R783234
R844635,R627025
R485284,R977205
R285754,R109929
R862056,R727494
R370440,R859563
R223807,R936935
R555159,R916772
R903968,R212303
R479500,R711328
R647077,R354493
R673789,R962672
R394203,R850737
R332508,R917264
R542984,R774402
R794937,R872101
R988744,R760957
R196147,R579267
R831855,R359720
R933623,R917488
R494098,R500673
R365029,R845272
R193714,R165719
R182037,R227643
R670795,R252478
R533780,R890690
R484463,R317267
R835392,R272867
R229879,R923464
R972884,R205907
R558695,R303021
R639219,R682527
R512807,R665564
R995689,R808163
R432622,R899744
R558579,R446911
R669523,R260166
R912928,R141851
R353983,R358480
R486467,R876664
R617669,R180089
R366337,R563003
R471533,R535613
R426480,R841638
R209553,R318543
R365656,R330856
R486905,R322517
R580355,R857655
R480299,R834730
R134898,R299550
R537951,R748487
R112120,R916660
R400842,R444407
R129854,R496241
R466802,R737482
R940551,R888744
R688701,R307632
R779317,R344205
R296445,R902413
R799590,R105456
R204117,R666023
R476003,R382801
R317056,R331826
R981154,R614777
R688925,R880257
R624771,R918093
R407099,R126318
R684717,R265469
R120097,R625739
R729739,R175202
R152723,R145271
R878656,R745265
R799134,R133447
R547960,R737669
R112662,R303278
R676483,R668869
R607395,R985943
R178328,R614890
R700668,R120925
R105355,R639638
R238943,R480042
R930081,R914535
R468429,R520390
R111999,R858642
R506564,R365188
R128466,R259739
R264708,R865011
R133368,R985708
R693110,R378868
R143596,R713487
R125894,R602815
R321366,R185029
R294955,R635757
R756397,R616629
R915869,R229571
R938985,R292532
R578259,R365003
R924145,R275519
R213159,R389157
R992368,R259530
R440087,R896367
R213731,R831851
R283177,R633300
R304417,R545493
R987067,R423559
R680589,R406493
R527839,R109036
R654312,R367948
R930449,R797938
R330604,R625658
R769693,R128470
R396147,R145766
R924483,R254323
R769401,R489924
R299132,R916036
R491517,R517161
R634074,R264102
R934194,R943746
R200850,R157733
R684603,R147054
R578453,R464455
R383027,R404349
R739803,R281624
R907847,R723313
R725988,R820379
R138464,R951789
R771155,R445567
R747979,R446231
R592247,R717234
R191771,R604510
R938492,R831180
R781605,R172983
R256875,R101092
R391977,R954547
R278441,R784422
R699150,R567293
R308792,R620647
R790321,R258175
R873289,R880880
R246006,R777372
R682413,R993390
R127033,R103326
R172551,R955835
