R908402,R659473
R643319,R794104
R786523,R930172
R228966,R810601
R187496,R191002
R561507,R618329
R576597,R279610
R562748,R292633
R435221,R777416
R940708,R426561
R495306,R242747
R146730,R492251
R458272,R859024
R243617,R496864
R302849,R443406
R515625,R205558
R374955,R622967
R376615,R148593
R103114,R537177
R376268,R236546
R614604,R804840
R633917,R778639
R240261,R891268
R277729,R764198
R765971,R808597
R503240,R468794
R271227,R211407
R691840,R676576
R922456,R628445
R770845,R503403
R566841,R759912
R511864,R228070
R184222,R909921
R723761,R579435
R481913,R740514
R162850,R589881
R560014,R872536
R372360,R793869
R407717,R706062
R524358,R352365
R606138,R127238
R484963,R155266
R460948,R254539
R482110,R886007
R962820,R862708
R883916,R450291
R486774,R231200
R355396,R344892
R373985,R816675
R424567,R713472
R577444,R734847
R705476,R551233
R293305,R278324
R462115,R391657
R490668,R496344
R469683,R496441
R206204,R622541
R945479,R884949
R512806,R477839
R816388,R150855
R407105,R216743
R837136,R288746
R609158,R620379
R597828,R113706
R380369,R563222
R427543,R619252
R322153,R420022
R212465,R773103
R133377,R679403
R461213,R415515
R633584,R304882
R312713,R482251
R667527,R546710
R408861,R949521
R575149,R264887
R793046,R865942
R919009,R546855
R688721,R209162
R372419,R264355
R347460,R745694
R902093,R135702
R534282,R176507
R811753,R828846
R315563,R830761
R890672,R865874
R311324,R796201
R293387,R765535
R774313,R972288
R991034,R226119
R743973,R602013
R164189,R332318
R220485,R885314
R545946,R378713
R335052,R846789
R616740,R339969
R813710,R207127
R870603,R320099
R598549,R856235
R435840,R811310
R512666,R117625
R297997,R836760
R872197,R259374
R495189,R196165
R368468,R210537
R993017,R221652
R310921,R924262
R447369,R956142
R760845,R287559
R783487,R392312
R462342,R267465
R578852,R723732
R576805,R341675
R512807,R665564
R915194,R932731
R480018,R440610
R492516,R918036
R698790,R181505
R107416,R466383
R410821,R214835
R222965,R446528
R267506,R659230
R949462,R659638
R577625,R241955
R450841,R839615
R921887,R216433
R150062,R412224
R440036,R849083
R785032,R496304
R493697,R562106
R414997,R515060
R817848,R260357
R617239,R606978
R928974,R239591
R167727,R328346
R521232,R919580
R928131,R771861
R732258,R699642
R191302,R835819
R700781,R118055
R458909,R712119
R367995,R826744
R452832,R619932
R401520,R829496
R622748,R276636
R268316,R465670
R521614,R479004
R501898,R730326
R905268,R605217
R690862,R722180
R768280,R777583
R790410,R750879
R385631,R818082
R254802,R586992
R142205,R397192
R509390,R976664
R727031,R764261
R378363,R967246
R714793,R294372
R150861,R852217
R294827,R861211
R594339,R326837
R987736,R356662
R266091,R982005
R511161,R423515
R461978,R972864
R133922,R939371
R380984,R341269
R581300,R857543
R856375,R512476
R898578,R439560
R609380,R597683
R824386,R543400
R453843,R921261
R145518,R770872
R665963,R546380
R278873,R952914
R358841,R222823
R923079,R116178
R289367,R609820
R598919,R951136
R677367,R422693
R994910,R365528
R119156,R632282
R697269,R499506
R715947,R476400
R871127,R157604
R526535,R416385
R109928,R729563
R565192,R249236
R300520,R406875
R241868,R893267
R533906,R744164
R889404,R920417
R286331,R826088
R640272,R714212
R579059,R627088
R786510,R354429
R727135,R782264
R413630,R427360
R473015,R966280
R495559,R103671
R243107,R353405
R850936,R791273
R853679,R485173
R397997,R914397
R496324,R683091
R449834,R139778
R957084,R849222
R207788,R216368
R556644,R815906
R263283,R531367
R357739,R698046
R256178,R413523
R715574,R258989
R241809,R256171
R951116,R806362
R854604,R503789
R217945,R599661
R596334,R912989
R871357,R634330
R963521,R340372
R542120,R499731
R491250,R476747
R628995,R727275
R529905,R425310
R804043,R164786
R926243,R750812
R630366,R372937
R464876,R387726
R302786,R703534
R927812,R598537
R755902,R599990
R974726,R699173
R793758,R169388
R126134,R599794
R703320,R472584
R923336,R129308
R258081,R750815
R739019,R578455
R137330,R625037
R538840,R412004
R960798,R122599
R108896,R918944
R842784,R724427
R118510,R554079
R414470,R770823
R117215,R989741
R431760,R973639
R538367,R512975
R817397,R856771
R461155,R446267
R517596,R906302
R761063,R855885
R892739,R563930
R558379,R735575
R372421,R328382
R513966,R475124
R928797,R297784
R220754,R138347
R733739,R852061
R151946,R686095
R977860,R766935
R233719,R833420
R538391,R280557
R458617,R380989
R215494,R453738
R743910,R760898
R410626,R858944
R776742,R272981
R394542,R143199
R657042,R502338
R154097,R923646
R270071,R880314
R216676,R748243
R968340,R288549
R637663,R682820
R689180,R769345
R399188,R563286
R546649,R101628
R137879,R475144
R100635,R322193
R653301,R944988
R228038,R371800
R519571,R734750
R928709,R266811
R178976,R564827
R333259,R281995
R934033,R725529
R295730,R840779
R944481,R535645
R598214,R191361
R804053,R818970
R516250,R592934
R918697,R982086
R394462,R235556
R485777,R281977
R136295,R513221
R345660,R391906
R561679,R583283
R224211,R208692
R865435,R149559
R652945,R172701
R256411,R872183
R543589,R395938
R503430,R498445
R107478,R693882
R656104,R810806
R135309,R207268
R572773,R930962
R460380,R822169
R909985,R826575
R784001,R984559
R340081,R794162
R175358,R709222
R467859,R581329
R291497,R959078
R432384,R779245
R374317,R143732
R933220,R670341
R477471,R190653
R806414,R687524
R445312,R777351
R325068,R789578
R957425,R328022
R341836,R900604
R775843,R750769
R713452,R904676
R932725,R522153
R310480,R566195
R437655,R361457
R151414,R914085
R913317,R109947
R357101,R395861
R808181,R999187
R215194,R116222
R539100,R705087
R180746,R482266
R586882,R963281
R936402,R571746
R432459,R268009
R570462,R560036
R158216,R706084
R279637,R429951
R826793,R959699
R805122,R230770
R879353,R129312
R887041,R662843
R657010,R914726
R476617,R898814
R890648,R907569
R119079,R457107
R669475,R411369
R633223,R213561
R812393,R808117
R625917,R119487
R180990,R682683
R797730,R997576
R650000,R374068
R575508,R170615
R447116,R959929
R639373,R354148
R717070,R555160
R335532,R242949
R450779,R859175
R296042,R721805
R155180,R645184
R585057,R977391
R609643,R876668
R636349,R617481
R979292,R187894
R702080,R290738
R579147,R984473
R238726,R176578
R650272,R833149
R252945,R449565
R832076,R650801
R376812,R907230
R609136,R883153
R388265,R467351
R598030,R463697
R553260,R937668
R222476,R719306
R903706,R885746
R532999,R330424
R123584,R783199
R913375,R957365
R535400,R301668
R878804,R607650
R885315,R172728
R163931,R863007
R623370,R541357
R869567,R749853
R630128,R637448
R287727,R949196
R639598,R697869
R170505,R256624
R300804,R150899
R200119,R763881
R689357,R237370
R317400,R289373
R638526,R796698
R494377,R173475
R646781,R526705
R730251,R747749
R793466,R447478
R984392,R914629
R744271,R562901
R509298,R658344
R326791,R632709
R930124,R802417
R403064,R534859
R989009,R469881
R268353,R549768
R395395,R530507
R868294,R794531
R951850,R280133
R440589,R270164
R848666,R589579
R927813,R710203
R513298,R340394
R688327,R317357
R839223,R552397
R891273,R288096
R308270,R850471
R421130,R968423
R833879,R385972
R428914,R546666
R144250,R539623
R858479,R143416
R455149,R693683
R260613,R162175
R569517,R576144
R172613,R217939
R877982,R982296
R865953,R334375
R841816,R475597
R936057,R500662
R311410,R821620
R782849,R614443
R172649,R946557
R887360,R186864
R155145,R527079
R313993,R118322
R343790,R829421
R849990,R589109
R385275,R784393
R352917,R841780
R637141,R881564
R327544,R927353
R713461,R842069
R316818,R618131
R594038,R410554
R180402,R867383
R377521,R248064
R804749,R933417
R426468,R683146
R994010,R843695
R819230,R564308
R586848,R809672
R585243,R328754
R504269,R198537
R205041,R187892
R374802,R523152
R782629,R448966
R150497,R980276
R885435,R639633
R628529,R269369
R549123,R489889
R245650,R547008
R388803,R201809
R204821,R857417
R385992,R621124
R617657,R217357
R418851,R235359
R468350,R743577
R460535,R294490
R586193,R900673
R416499,R137747
R980256,R631266
R595804,R202046
R364247,R256575
R131186,R161055
R156397,R440592
R808226,R912205
R102007,R341575
R265914,R232903
R135286,R387406
R958022,R448055
R144560,R252522
R456681,R776884
R602566,R911057
R526854,R637403
R270301,R909641
R324271,R744968
R428683,R416161
R569093,R899675
R320548,R674533
R282039,R659509
R667651,R393639
R774401,R483306
R819751,R443165
R267442,R343247
R969337,R855269
R316096,R129841
R536326,R971109
R521250,R254569
R767079,R634366
R565793,R833239
R910910,R802333
R366945,R359382
R981099,R577700
R254465,R916396
R938233,R660917
R759579,R105635
R883355,R765993
R470505,R509121
R807289,R674902
R405051,R645463
R372693,R620534
R400487,R996629
R626876,R230798
R648083,R423119
R259548,R551024
R890107,R393615
R849069,R168195
R156470,R691510
R440377,R560451
R491796,R583540
R136468,R240212
R722288,R288158
R627560,R139883
R228136,R485942
R284400,R432854
R575594,R285742
R122538,R186513
R241966,R742299
R775783,R263306
R561899,R740502
R616621,R386920
R607654,R986166
R125029,R692872
R175865,R101909
R792855,R557953
R423929,R553123
R689521,R132710
R891137,R923184
R209763,R230320
R670770,R651823
R628876,R532948
R790321,R258175
R539034,R416138
R531702,R429991
R729177,R164998
R690631,R666463
R646467,R235227
R308880,R556489
R486288,R938419
R207143,R211523
R160912,R854626
R298248,R408758
R532573,R917586
R302561,R181580
R477998,R317395
R253802,R240582
R170856,R649792
R439796,R528290
R642410,R574390
R721818,R908023
R638245,R249843
R218554,R794770
R918353,R193787
R175640,R544271
R465080,R942376
R532583,R574566
R375254,R790232
R572796,R304444
R139731,R794830
R916922,R392638
R360578,R382599
R772464,R418280
R736358,R897934
R695026,R634376
R958629,R470775
R484465,R784294
R213259,R444940
R647199,R521291
R488426,R807127
R528443,R815670
R965390,R480521
R242756,R450684
R162131,R145406
R167615,R853707
R515621,R189783
R482701,R443559
R790485,R920163
R565822,R915493
R315378,R820426
R216888,R904342
R443347,R799375
R708947,R355569
R949898,R990313
R253184,R364295
R770777,R110863
R947209,R758713
R910088,R657665
R386971,R282926
R766656,R768107
R559198,R285410
R175369,R261874
R507328,R202608
R600600,R350736
R670854,R915909
R298773,R891712
R929869,R419158
R965190,R520940
R494098,R500673
R313476,R797142
R407166,R564394
R709459,R863022
R867385,R153724
R881654,R413428
R531510,R938752
R636579,R470866
R975520,R454790
R126186,R954776
R191633,R836749
R997848,R650361
R350134,R672153
R395713,R894448
R890950,R797741
R192299,R119634
R104180,R928917
R500442,R312320
R442439,R907775
R493571,R210749
R329170,R786295
R256814,R888352
R780224,R532727
R866340,R555558
R679222,R835886
R367617,R411933
R116679,R674444
R659730,R245757
R218156,R567399
R526945,R506444
R937998,R361170
R114700,R523386
R347209,R229317
R203338,R645924
R313679,R774444
R653367,R797682
R168024,R420129
R855806,R533498
R119689,R475048
R769918,R689830
R192261,R297331
R957722,R374662
R565314,R782344
R699071,R521907
R537593,R965283
R824156,R384904
R511602,R622312
R259175,R611224
R910623,R696060
R248247,R766740
R382669,R613379
R846297,R429477
R930681,R211964
R417277,R896937
R664988,R462700
R265332,R233858
R711959,R177050
R462311,R319277
R748403,R661071
R768356,R694916
R672896,R966901
R566332,R910658
R533667,R655414
R375672,R331558
R688422,R958832
R575394,R521215
R252489,R620194
R973239,R801453
R567539,R394284
R164812,R949146
R663092,R199974
R927571,R243591
R337956,R154867
R531549,R754717
R263070,R648213
R559833,R807258
R200734,R424954
R457258,R970014
R358201,R370063
R710725,R483774
R130631,R924658
R810647,R487505
R674553,R352396
R901251,R493753
R943630,R567930
R806224,R126107
R822970,R659282
R761797,R630404
R192315,R890790
R605000,R340132
R435460,R988638
R535938,R871534
R811293,R390310
R263213,R463471
R919246,R532822
R812550,R576742
R560750,R453218
R806423,R533940
R951771,R281189
R758530,R528629
R461710,R571261
R552308,R336692
R773660,R329269
R962654,R985438
R621733,R945620
R236672,R126350
R599149,R356291
R860091,R664739
R283872,R172412
R954143,R676372
R694503,R680164
R716913,R668393
R765273,R303181
R184591,R521977
R462087,R205463
R984026,R542730
R344295,R170076
R732908,R537451
R745289,R765542
R788800,R933628
R959680,R483985
R157300,R586294
R428956,R758224
R896389,R179801
R326944,R123235
R779429,R640583
R219965,R706068
R524964,R738001
R116610,R844253
R918476,R297353
R509527,R201513
R632996,R143682
R103830,R985838
R723965,R457672
R621748,R427706
R606292,R287081
R763967,R185540
R454300,R602035
R228032,R980429
R776276,R757748
R172233,R852542
R736472,R813507
R940861,R736076
R446358,R789703
R162767,R516538
R873544,R605082
R507408,R888857
R329367,R782542
R923585,R160035
R989784,R321565
R325695,R424766
R657931,R885751
R239966,R344653
R396042,R514498
R696870,R654069
R871000,R544195
R956917,R225419
R938707,R233100
R184686,R542821
R721754,R321190
R802900,R390951
R220823,R328476
R271506,R136895
R382304,R388042
R973901,R780009
R844262,R746307
R711140,R283507
R733569,R512601
R152892,R903556
R347954,R312293
R110050,R992216
R698068,R295392
R802155,R222272
R851937,R251939
R578723,R956718
R655056,R116431
R345912,R901520
R863675,R926381
R423079,R943623
R750700,R737748
R484105,R831453
R911446,R263051
R819232,R413160
R988391,R703904
R640396,R541181
R133842,R928459
R913626,R373421
R545776,R234429
R700669,R676665
R554549,R798085
R701227,R761262
R720236,R520202
R188703,R854334
R666681,R398955
R774144,R593953
R377419,R301772
R269248,R533212
R537622,R461361
R326219,R542060
R705725,R656397
R477338,R789621
R782717,R738420
R379797,R693242
R287266,R527200
R640501,R708294
R987772,R526069
R695429,R757520
R349491,R115612
R542021,R368973
R632453,R138435
R920684,R665993
R604482,R562608
R418594,R258258
R258379,R499929
R311831,R909201
R771848,R416416
R575383,R670973
R754129,R752789
R879813,R940267
R771636,R841570
R321035,R776307
R712591,R720892
R192105,R545113
R709020,R843371
R941142,R662689
R257922,R711169
R393611,R393437
R494241,R825582
R152331,R713976
R208361,R160731
R869586,R766502
R798220,R215354
R527846,R984997
R539135,R992892
R333019,R595593
R786987,R608817
R720098,R608871
R578756,R185480
R789209,R485216
R860827,R295966
R441587,R401019
R504701,R292208
R280184,R777298
R585829,R714862
R683692,R591879
R142581,R354744
R207184,R942525
R141285,R921060
R627543,R544616
R827789,R847652
R804955,R635923
R345832,R136131
R872689,R206332
R128920,R828585
R507250,R179448
R455504,R542358
R637765,R268343
R314479,R931836
R911139,R857399
R336787,R827342
R803180,R655430
R431518,R343406
R676178,R709500
R259729,R940898
R602781,R870318
R871238,R702772
R293303,R616967
R483818,R929323
R126276,R114581
R958785,R717642
R206161,R936966
R390124,R488998
R585991,R644132
R383757,R291315
R452050,R780580
R465611,R122692
R961186,R170034
R939259,R111400
R350740,R161078
R836554,R371846
R334761,R699081
R711722,R243449
R882606,R581487
R573591,R592431
R383883,R456216
R689459,R540564
R859508,R497540
R880872,R618376
R147760,R536421
R228536,R554761
R861962,R293335
R744293,R445762
R857276,R584108
R431542,R957427
R811499,R847519
R667844,R623545
R675520,R831916
R939474,R875971
R501871,R423232
R950766,R641913
R353214,R888573
R191064,R743477
R703511,R391784
R113060,R902912
R360827,R616738
R903147,R750816
R434145,R722502
R302955,R996680
R251451,R179406
R900869,R630677
R912630,R159374
R386261,R378076
R360031,R884690
R337512,R926731
R766355,R429863
R672869,R520932
R975700,R901235
R616686,R744010
R830248,R466296
R639644,R336185
R347041,R242051
R346816,R855983
R988288,R278594
R959124,R549150
R373044,R843348
R961148,R119465
R571226,R170651
R327352,R455511
R365679,R519922
R834899,R436874
R934353,R834045
R373583,R120184
R423418,R632071
R684149,R437042
R251242,R740488
R489572,R784153
R471325,R475392
R352911,R851214
R568339,R177539
R516594,R143104
R591447,R136863
R717859,R280931
R303847,R257189
R434308,R231306
R747653,R707804
R622827,R417411
R895510,R886948
R779041,R559864
R263813,R838231
R751824,R625066
R906828,R975080
R257406,R858681
R241587,R687089
R393282,R123466
R653816,R732000
R264430,R178515
R300281,R484974
R704682,R860980
R762494,R484894
R564828,R873491
R810682,R670805
R602196,R902476
R659223,R682747
R332978,R931405
R245781,R244649
R319610,R271699
R537695,R899953
R558516,R874666
R226749,R696246
R149463,R990008
R152926,R314002
R258604,R363598
R355826,R460353
R508724,R819506
R277580,R757187
R497799,R732850
R903401,R959406
R961378,R105079
R983336,R983251
R455729,R759521
R287292,R988608
R590253,R256406
R215631,R973277
R662981,R806778
R519331,R401670
R122124,R442527
R148232,R944107
R811216,R957650
R576471,R643819
R612939,R917119
R286522,R103020
R244393,R855014
R794009,R253138
R734558,R601742
R748009,R397384
R656780,R781316
R612005,R622032
R799552,R465927
R208523,R614913
R761863,R519433
R477535,R754092
R375419,R597350
R877012,R233833
R543257,R378887
R518758,R991762
R852160,R767185
R467821,R701517
R527133,R370802
R209627,R760390
R732524,R456020
R126961,R339376
R537110,R652151
R729158,R363330
R481619,R943848
R504026,R181909
R946705,R957350
R409984,R732793
R717022,R497341
R918310,R842646
R388145,R584008
R209164,R651931
R166100,R459193
R909993,R645064
R111792,R785333
R964009,R306562
R292982,R193272
R870933,R357588
R640875,R207973
R234069,R985562
R821340,R374535
R728107,R338961
R884537,R685033
R883141,R322074
R441269,R167679
R326580,R629192
R357776,R537412
R121713,R206136
R270488,R678732
R321246,R264834
R906557,R603750
R326493,R411674
R928671,R716202
R549359,R784241
R843381,R473646
R916076,R863236
R528193,R854907
R542166,R982777
R177125,R306834
R890003,R930369
R157033,R788846
R387050,R103431
R694950,R335021
R790705,R863947
R315680,R415438
R450095,R649000
R604088,R813785
R642846,R956158
R364900,R701563
R584157,R704393
R112662,R303278
R877736,R742697
R142738,R936123
R652247,R512127
R691716,R932485
R887974,R988161
R510044,R387870
R410030,R543712
R231824,R606455
R353368,R563065
R727167,R235722
R584274,R405945
R405470,R941968
R131190,R604817
R436459,R904474
R276674,R361690
R694205,R172839
R736720,R951672
R573398,R562855
R421741,R338419
R303037,R526351
R834876,R768784
R870266,R332060
R495686,R970653
R353999,R702751
R839241,R332427
R723653,R687480
R921831,R800944
R538589,R868343
R969233,R840416
R617889,R774712
R524731,R603325
R634488,R765623
R453530,R604757
R617994,R915333
R618397,R274588
R892291,R286311
R693919,R686697
R351450,R243908
R635948,R305144
R663993,R286915
R233930,R404538
R628571,R455365
R590737,R135140
R439169,R825711
R756510,R541517
R535697,R955211
R988906,R985333
R141842,R748415
R312809,R156712
R847775,R738228
R847147,R198430
R144352,R225315
R277510,R492509
R602707,R143353
R108504,R726328
R285672,R285594
R878888,R636078
R843306,R788920
R731849,R626622
R457157,R872993
R964971,R255454
R418434,R763709
R967577,R594356
R515267,R749718
R269175,R237422
R183893,R850973
R520065,R561378
R257242,R537241
R193416,R529969
R909984,R441486
R558502,R571852
R199337,R750052
R663668,R783558
R202209,R158034
R921610,R219144
R618261,R676046
R103690,R804551
R844744,R714139
R199152,R879592
R823850,R781217
R670962,R201634
R737477,R563162
R535763,R565777
R603934,R868939
R919463,R725931
R317601,R218357
R829361,R405484
R282276,R449257
R885853,R189993
R266001,R524071
R620532,R817029
R320979,R169543
R406039,R694246
R848956,R379481
R830250,R493330
R975754,R672803
R559338,R825511
R120166,R672899
R465661,R303494
R586640,R893194
R240989,R530025
R744651,R249399
R250505,R103595
R467018,R929284
R956613,R238818
R254815,R414528
R370531,R663419
R677716,R962119
R515191,R799028
R762528,R765614
R120243,R662411
R426779,R722717
R686630,R293657
R974420,R273787
R381004,R359164
R709611,R903679
R916777,R928418
R642057,R403710
R495212,R147811
R571508,R518004
R576239,R128164
R326842,R601491
R838353,R896847
R465603,R588034
R875640,R902136
R907052,R630671
R431746,R114317
R790710,R684271
R579605,R439993
R753650,R800874
R908666,R445769
R698080,R477136
R720066,R871503
R273476,R239949
R717467,R248791
R785213,R848559
R192418,R127345
R502431,R157650
R231053,R604058
R219051,R136355
R720902,R206712
R699057,R574153
R407647,R573344
R188713,R960760
R223979,R883116
R402550,R474625
R769717,R704704
R766271,R660479
R753332,R282008
R238542,R933436
R259473,R637174
R420025,R672354
R112999,R930810
R678546,R861682
R602981,R626356
R649758,R250923
R488725,R487945
R918138,R851848
R374600,R902637
R623908,R304705
R741805,R732632
R347013,R512604
R608651,R504892
R332046,R898830
R134051,R494187
R375653,R762195
R584487,R105262
R991300,R453818
R950760,R517102
R808600,R960284
R321917,R456842
R897288,R606071
R563918,R174766
R538095,R784995
R867357,R205496
R681195,R590323
R198072,R458750
R356022,R562550
R551823,R101182
R984114,R801929
R151234,R986698
R525968,R884617
R589983,R477274
R919895,R904695
R944485,R467321
R594804,R872599
R369264,R417816
R163469,R718721
R791223,R414673
R143859,R398978
R914717,R500348
R456055,R293380
R743277,R392428
R760629,R802327
R902999,R844219
R147738,R839845
R353870,R510920
R226217,R856661
R369954,R497362
R659500,R569134
R467941,R844597
R631338,R914417
R313864,R206682
R103366,R264617
R949687,R946409
R791154,R809667
R317863,R831184
R417995,R323178
R843420,R228197
R801728,R905761
R392107,R312911
R383199,R533535
R626945,R220715
R529400,R217713
R342131,R133687
R263801,R117884
R770476,R295626
R294138,R827277
R838030,R239768
R489359,R818561
R802459,R832634
R373293,R835530
R556224,R966658
R922631,R168192
R553617,R965914
R630976,R196724
R387182,R771343
R769379,R494284
R161115,R509439
R205256,R785873
R357521,R205706
R881222,R919807
R873811,R107168
R319031,R135707
R371340,R694872
R914555,R299336
R647797,R113063
R703848,R254713
R912283,R451745
R388247,R196155
R590653,R637310
R383027,R404349
R961278,R878227
R162994,R202052
R582780,R860727
R421465,R627090
R405192,R209570
R194431,R617602
R634794,R315560
R663417,R446806
R884018,R124263
R439920,R511558
R206720,R600782
R232524,R447938
R295553,R585094
R961303,R103841
R116862,R223002
R577840,R948597
R552299,R643744
R119185,R249118
R877316,R940595
R387992,R695832
R164254,R374642
R709536,R428163
R771677,R639437
R931784,R244843
R323610,R233596
R183577,R866936
R256186,R601058
R580109,R229234
R472722,R547178
R515498,R284869
R784037,R822503
R529118,R804763
R537787,R752854
R979966,R890751
R167262,R602949
R819740,R680456
R661703,R328881
R134750,R629816
R965901,R702160
R528770,R301043
R741389,R843622
R342627,R338498
R943103,R957011
R367446,R320731
R143409,R342017
R994788,R438709
R887890,R451197
R107680,R169600
R286551,R482327
R206406,R956651
R668745,R500097
R157141,R816657
R129244,R146640
R352410,R922294
R814749,R350003
R238485,R434151
R130400,R205438
R605998,R607586
R248275,R736736
R669718,R315709
R784803,R652757
R103617,R439266
R549303,R743941
R602437,R647202
R265163,R663119
R656427,R774114
R323766,R931381
R600900,R140750
R802164,R661700
R365080,R127781
R672722,R551324
R707688,R130662
R895292,R896374
R721120,R239592
R865660,R503044
R849674,R508467
R841455,R691141
R518903,R493123
R563559,R359182
R693806,R875874
R657304,R612589
R563676,R213904
R558858,R786479
R605027,R975531
R364787,R878472
R356829,R140220
R451921,R315885
R936115,R567454
R706317,R406361
R809201,R680804
R749345,R656776
R933027,R185276
R368339,R861768
R355601,R439191
R611231,R165149
R939557,R240928
R893381,R152905
R270390,R495701
R880687,R605455
R923930,R683642
R427312,R603639
R649747,R731924
R721514,R894184
R915528,R779698
R987635,R206866
R559624,R273869
R826916,R367350
R149359,R106688
R420544,R884790
R115960,R117442
R964706,R355604
R526483,R595391
R889858,R635754
R837734,R870213
R357956,R874717
R959947,R311538
R163923,R266193
R759852,R690441
R181446,R574197
R224821,R111054
R595088,R718408
R831448,R553084
R617619,R699066
R143655,R751721
R430803,R952042
R609117,R395415
R865758,R457210
R811819,R962110
R505443,R690605
R750301,R842026
R470087,R335747
R622680,R697904
R447217,R140718
R370645,R195238
R546132,R388968
R505315,R706649
R649068,R574328
R597578,R965722
R608588,R282345
R642245,R222489
R445890,R450517
R636747,R691240
R894510,R467612
R660691,R756432
R305435,R987425
R693392,R966357
R449623,R137710
R450174,R638031
R699902,R774497
R559920,R625301
R407406,R811972
R944223,R571999
R376061,R888491
R737235,R224487
R973913,R644532
R138607,R810815
R534220,R434233
R328486,R477836
R729315,R515717
R143004,R333472
R428533,R831782
R492892,R194990
R756879,R246827
R618354,R392516
R845759,R863768
R217361,R415482
R316907,R355978
R964907,R565970
R581302,R457893
R977788,R465761
R225727,R137666
R527266,R779930
R481812,R184768
R433560,R411122
R485248,R920145
R991485,R990264
R349885,R517599
R916792,R834362
R112070,R652015
R597269,R502348
R858181,R291374
R245664,R814955
R670711,R279264
R591982,R475738
R585135,R479255
R981220,R178114
R938806,R787016
R318341,R422319
R406902,R561975
R723292,R656172
R463761,R774984
R109045,R722828
R412229,R742041
R709932,R159193
R237107,R595049
R205091,R861529
R983588,R398246
R153392,R282801
R122778,R787527
R592753,R829896
R146462,R595977
R559379,R364712
R929980,R955273
R404571,R857918
R871845,R922411
R651805,R516003
R760015,R619333
R656966,R202512
R224779,R232602
R729165,R910143
R922993,R143723
R526631,R895708
R342730,R441295
R112880,R527782
R474441,R964891
R169509,R358847
R656191,R190374
R886540,R447041
R100877,R507128
R212237,R626841
R305061,R398734
R684886,R115553
R756351,R253732
R398578,R707594
R823892,R495296
R846124,R188921
R971273,R456835
R883968,R368596
R454628,R905445
R615122,R149776
R685240,R460790
R334583,R299033
R689715,R777958
R853699,R500818
R696070,R232101
R878784,R452208
R676679,R892770
R945004,R655179
R850901,R754991
R781567,R505768
R611523,R492362
R730865,R300936
R988945,R708650
R528557,R709627
R554870,R158404
R836119,R876062
R429616,R359573
R828798,R256967
R518279,R132559
R266932,R990316
R258014,R458168
R799659,R337575
R846224,R610544
R849076,R351296
R326527,R369270
R349984,R411272
R110429,R362325
R727449,R954843
R606744,R888969
R920947,R983842
R600742,R138145
R984216,R689925
R442201,R511276
R355818,R684216
R218876,R556609
R993435,R901328
R434610,R646271
R113346,R995137
R405967,R519547
R716228,R771247
R378578,R121706
R556957,R221511
R823245,R910972
R216519,R185250
R431702,R994924
R286866,R946188
R668885,R381134
R166736,R623251
R321191,R186577
R978024,R979960
R623596,R336834
R596318,R508977
R600564,R137914
R685695,R754051
R754743,R919459
R891579,R267516
R848487,R934895
R684857,R622017
R828577,R737525
R283160,R520278
R694298,R413279
R114334,R861301
R574013,R226524
R638071,R871675
R378508,R478829
R757925,R578621
R260445,R895913
R940900,R678517
R699528,R913663
R811596,R630895
R836349,R295326
R768900,R389118
R693023,R991246
R529352,R771418
R768010,R865743
R758205,R442528
R556229,R832291
R746091,R927594
R721606,R841765
R994022,R998253
R195257,R733488
R339194,R543403
R224574,R429342
R871752,R264752
R779224,R826351
R906604,R221653
R140083,R226068
R644004,R254925
R634591,R559900
R440065,R839770
R750939,R410502
R461589,R126673
R290990,R568824
R671354,R784613
R156478,R759827
R196823,R833281
R825746,R966411
R760051,R277654
R713896,R913214
R493964,R940382
R376523,R673432
R762126,R394526
R457586,R375857
R430042,R852363
R627869,R543998
R675035,R322024
R672808,R277028
R565366,R491415
R717559,R906979
R694773,R648096
R959594,R511420
R835202,R704143
R946825,R106962
R548646,R275199
R368551,R701407
R388017,R379438
R798424,R869690
R365540,R896169
R735449,R549029
R629834,R112049
R284919,R765240
R128973,R453717
R789082,R539168
R777389,R784566
R665228,R666872
R592129,R535757
R279501,R690011
R387854,R913781
R567027,R679122
R193720,R771828
R424027,R924742
R943029,R470222
R301268,R553373
R876881,R585110
R920379,R326798
R406083,R994461
R147451,R828686
R277342,R289677
R772755,R899629
R520719,R224321
R491750,R653995
R976811,R866728
R950528,R987588
R915734,R596765
R937539,R136363
R505526,R294988
R210315,R574862
R745253,R757493
R263342,R586253
R587116,R435241
R425408,R173158
R819008,R319475
R505622,R366012
R450112,R502469
R908276,R112313
R381778,R771205
R429678,R737866
R807323,R820301
R298723,R545930
R790060,R198817
R327621,R150150
R784529,R919888
R153777,R958636
R649078,R202841
R604709,R871088
R579168,R798552
R121325,R853319
R179556,R719554
R463125,R378281
R818745,R126700
R953235,R705513
R299977,R996576
R602306,R345439
R553419,R143513
R157178,R691105
R725988,R820379
R297606,R133999
R278727,R884657
R774212,R797619
R507376,R652277
R259446,R332193
R300815,R275301
R578799,R497961
R734690,R798727
R441881,R668405
R626389,R523710
R350056,R679806
R915651,R939975
R387345,R700932
R351685,R591865
R429998,R350219
R860971,R795300
R341423,R526153
R971070,R826720
R279039,R632970
R466391,R523427
R930610,R529843
R292170,R728554
R395481,R595551
R818444,R700166
R822803,R979494
R712095,R857701
R275759,R592854
